lang_code	lang_name	dataset_sources	lines	sequences	tokens	resource_category	10similar_langs	10dissimilar_langs
sus_arab	Susu	bible	29625	15220	1948160	low	urd_arab, arb_arab, pes_arab, fra_latn, por_latn, cat_latn, ita_latn, deu_latn, spa_latn, kat_geor	ind_latn, jpn_jpan, vie_latn, tam_taml, tha_thai, kor_hang, lit_latn, ces_latn, zho_hans, tur_latn
nus_latn	Nuer	nllb, flores200_devtest, flores200_dev	77207	15170	1941760	low	arb_arab, ron_latn, heb_hebr, ita_latn, sqi_latn, cat_latn, por_latn, spa_latn, slv_latn, nld_latn	jpn_jpan, kor_hang, zho_hans, npi_deva, tam_taml, kaz_cyrl, ben_beng, lav_latn, tur_latn, aze_latn
vls_latn	Vlaams	wiki	65344	15063	1928064	low	nld_latn, deu_latn, eng_latn, dan_latn, nob_latn, swe_latn, cat_latn, fra_latn, ita_latn, por_latn	tha_thai, zho_hans, jpn_jpan, vie_latn, ind_latn, npi_deva, kor_hang, tam_taml, kaz_cyrl, ben_beng
que_latn	Quechua	americasnlp2022_stt, americasnlp2022_mt_test, wiki, tatoeba, oscar	94973	14853	1901184	low	hun_latn, tur_latn, spa_latn, por_latn, fin_latn, aze_latn, slv_latn, est_latn, deu_latn, dan_latn	tha_thai, vie_latn, zho_hans, ind_latn, npi_deva, jpn_jpan, rus_cyrl, ben_beng, heb_hebr, pes_arab
udm_cyrl	Udmurt	webcorpora, wiki, tatoeba	83774	14513	1857664	low	tur_latn, kaz_cyrl, hun_latn, aze_latn, fin_latn, mkd_cyrl, rus_cyrl, ukr_cyrl, est_latn, bel_cyrl	tha_thai, ind_latn, vie_latn, zho_hans, arb_arab, jpn_jpan, npi_deva, tam_taml, heb_hebr, eng_latn
vep_latn	Veps	wiki, tatoeba	62054	14412	1844736	low	fin_latn, est_latn, hun_latn, slk_latn, slv_latn, nob_latn, ron_latn, mkd_cyrl, dan_latn, pol_latn	jpn_jpan, npi_deva, tha_thai, tam_taml, kor_hang, vie_latn, zho_hans, ind_latn, ben_beng, pes_arab
ava_cyrl	Avaric	webcorpora, wiki, oscar	62206	13846	1772288	low	kaz_cyrl, rus_cyrl, aze_latn, srp_cyrl, mkd_cyrl, bul_cyrl, ben_beng, urd_arab, kat_geor, hin_deva	tha_thai, ind_latn, vie_latn, jpn_jpan, zho_hans, kor_hang, heb_hebr, swe_latn, eng_latn, ita_latn
swh_latn	Swahili (individual language)	bible1, bible0, bible	69167	13820	1768960	low	heb_hebr, arb_arab, pes_arab, ind_latn, lit_latn, sqi_latn, spa_latn, fra_latn, ita_latn, por_latn	kor_hang, jpn_jpan, zho_hans, npi_deva, tam_taml, kaz_cyrl, ben_beng, rus_cyrl, swe_latn, bel_cyrl
lbe_cyrl	Lak	webcorpora, wiki	36569	13401	1715328	low	kaz_cyrl, aze_latn, rus_cyrl, hye_armn, srp_cyrl, mkd_cyrl, tur_latn, kat_geor, tam_taml, ukr_cyrl	tha_thai, vie_latn, ind_latn, zho_hans, jpn_jpan, kor_hang, swe_latn, eng_latn, heb_hebr, fra_latn
myv_cyrl	Erzya	webcorpora, wiki, tatoeba, oscar	85749	13394	1714432	low	mkd_cyrl, rus_cyrl, est_latn, ukr_cyrl, fin_latn, bul_cyrl, srp_cyrl, bel_cyrl, hun_latn, slk_latn	jpn_jpan, tha_thai, ind_latn, vie_latn, tam_taml, npi_deva, kor_hang, zho_hans, ben_beng, pes_arab
urd_deva	Urdu	bible0, bible	55748	13261	1697408	low	hin_deva, npi_deva, urd_arab, ben_beng, kat_geor, tam_taml, kaz_cyrl, aze_latn, bul_cyrl, mkd_cyrl	vie_latn, tha_thai, ind_latn, jpn_jpan, dan_latn, ces_latn, deu_latn, eng_latn, fra_latn, nob_latn
oss_cyrl	Ossetian	wiki, tatoeba, oscar	44832	13258	1697024	low	mkd_cyrl, srp_cyrl, rus_cyrl, hye_armn, bel_cyrl, ukr_cyrl, bul_cyrl, kaz_cyrl, kat_geor, aze_latn	tha_thai, ind_latn, vie_latn, zho_hans, jpn_jpan, kor_hang, npi_deva, tam_taml, heb_hebr, fra_latn
uig_latn	Uighur	bible0, bible	59966	12716	1627648	low	aze_latn, tur_latn, kaz_cyrl, ben_beng, tam_taml, hin_deva, jpn_jpan, hun_latn, hye_armn, urd_arab	tha_thai, vie_latn, ind_latn, heb_hebr, spa_latn, cat_latn, bul_cyrl, bel_cyrl, arb_arab, ell_grek
lez_cyrl	Lezghian	webcorpora, wiki, oscar	81104	12698	1625344	low	kaz_cyrl, aze_latn, tur_latn, rus_cyrl, tam_taml, hye_armn, kat_geor, ukr_cyrl, mkd_cyrl, srp_cyrl	tha_thai, vie_latn, ind_latn, heb_hebr, zho_hans, cat_latn, por_latn, spa_latn, ita_latn, arb_arab
gom_deva	Goan Konkani	wiki, tatoeba, oscar	39800	12532	1604096	low	hin_deva, npi_deva, ben_beng, aze_latn, urd_arab, tur_latn, tam_taml, kat_geor, slk_latn, est_latn	tha_thai, vie_latn, ind_latn, jpn_jpan, zho_hans, fra_latn, eng_latn, arb_arab, cat_latn, nld_latn
shn_mymr	Shan	nllb, flores200_dev, flores200_devtest	79619	12416	1589248	low	vie_latn, tha_thai, ind_latn, heb_hebr, rus_cyrl, zho_hans, arb_arab, eng_latn, sqi_latn, ron_latn	tam_taml, tur_latn, npi_deva, kaz_cyrl, jpn_jpan, ces_latn, lav_latn, aze_latn, lit_latn, kor_hang
srp_latn	Serbian	bible, oscar	56238	12058	1543424	low	slv_latn, srp_cyrl, slk_latn, sqi_latn, pol_latn, ron_latn, ces_latn, por_latn, nob_latn, dan_latn	jpn_jpan, kor_hang, npi_deva, zho_hans, tha_thai, tam_taml, ind_latn, ben_beng, vie_latn, kaz_cyrl
kam_latn	Kamba (Kenya)	nllb, flores200_devtest, flores200_dev	97483	11615	1486720	not_enough	heb_hebr, arb_arab, pes_arab, spa_latn, ita_latn, ces_latn, ron_latn, cat_latn, hye_armn, fra_latn	jpn_jpan, kor_hang, zho_hans, npi_deva, ben_beng, tam_taml, kaz_cyrl, bel_cyrl, ukr_cyrl, rus_cyrl
ton_latn	Tonga (Tonga Islands)	bible, wiki, tatoeba	36010	11549	1478272	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, ita_latn, cat_latn, por_latn, eng_latn, fra_latn, spa_latn	tam_taml, kaz_cyrl, tur_latn, npi_deva, ces_latn, aze_latn, hye_armn, ben_beng, urd_arab, srp_cyrl
lfn_latn	Lingua Franca Nova	wiki	41733	11451	1465728	not_enough	spa_latn, por_latn, hun_latn, cat_latn, fin_latn, ita_latn, fra_latn, eng_latn, ron_latn, nob_latn	jpn_jpan, tha_thai, tam_taml, zho_hans, npi_deva, kor_hang, ben_beng, vie_latn, ind_latn, kaz_cyrl
cac_latn	Chuj	bible	29882	11437	1463936	not_enough	spa_latn, por_latn, cat_latn, fra_latn, eng_latn, ita_latn, ell_grek, pol_latn, nob_latn, ron_latn	tam_taml, jpn_jpan, kor_hang, npi_deva, ben_beng, kaz_cyrl, zho_hans, urd_arab, hin_deva, aze_latn
xmf_geor	Mingrelian	wiki, oscar	53687	11328	1449984	not_enough	kat_geor, hye_armn, hun_latn, fin_latn, est_latn, aze_latn, ron_latn, tur_latn, mkd_cyrl, slk_latn	tha_thai, ind_latn, jpn_jpan, vie_latn, npi_deva, zho_hans, kor_hang, tam_taml, ben_beng, pes_arab
tzo_latn	Tzotzil	bible0, bible1, bible, bible2, bible3	37534	11111	1422208	not_enough	spa_latn, por_latn, cat_latn, ita_latn, eng_latn, fra_latn, ell_grek, nob_latn, pol_latn, ron_latn	tam_taml, jpn_jpan, kor_hang, npi_deva, ben_beng, kaz_cyrl, tha_thai, zho_hans, urd_arab, hin_deva
frr_latn	Northern Frisian	wiki, tatoeba	51820	11002	1408256	not_enough	nld_latn, eng_latn, deu_latn, swe_latn, nob_latn, dan_latn, cat_latn, ita_latn, por_latn, spa_latn	jpn_jpan, npi_deva, tam_taml, kor_hang, kaz_cyrl, ben_beng, tha_thai, zho_hans, vie_latn, ind_latn
krc_cyrl	Karachay-Balkar	webcorpora, wiki, tatoeba, oscar	64208	10974	1404672	not_enough	kaz_cyrl, aze_latn, tur_latn, hye_armn, kat_geor, rus_cyrl, srp_cyrl, hun_latn, mkd_cyrl, ukr_cyrl	ind_latn, vie_latn, tha_thai, zho_hans, npi_deva, swe_latn, por_latn, ell_grek, sqi_latn, spa_latn
cos_latn	Corsican	wiki, tatoeba	44866	10873	1391744	not_enough	ita_latn, por_latn, ron_latn, cat_latn, spa_latn, sqi_latn, fra_latn, slk_latn, nob_latn, slv_latn	jpn_jpan, kor_hang, tam_taml, zho_hans, npi_deva, ben_beng, kaz_cyrl, tha_thai, vie_latn, ind_latn
new_deva	Newari	bible, wiki, oscar	57111	10847	1388416	not_enough	npi_deva, hin_deva, tam_taml, ben_beng, aze_latn, kaz_cyrl, jpn_jpan, urd_arab, kor_hang, tur_latn	spa_latn, cat_latn, fra_latn, por_latn, ita_latn, vie_latn, tha_thai, arb_arab, ind_latn, swe_latn
pon_latn	Pohnpeian	bible0, bible, bible1, bible2	52350	10799	1382272	not_enough	ind_latn, vie_latn, tha_thai, eng_latn, zho_hans, nob_latn, swe_latn, fin_latn, hun_latn, ita_latn	tam_taml, kaz_cyrl, npi_deva, tur_latn, bel_cyrl, ces_latn, urd_arab, aze_latn, lit_latn, jpn_jpan
mad_latn	Madurese	nusax, nusa, wortschatz, wiki, tatoeba	31908	10707	1370496	not_enough	ind_latn, vie_latn, tha_thai, eng_latn, zho_hans, ita_latn, rus_cyrl, ron_latn, sqi_latn, heb_hebr	kaz_cyrl, npi_deva, tam_taml, tur_latn, jpn_jpan, ces_latn, aze_latn, lit_latn, lav_latn, hye_armn
hlt_latn	Matu Chin	bible0, bible1, bible	48660	10632	1360896	not_enough	ben_beng, kor_hang, vie_latn, hin_deva, tha_thai, jpn_jpan, urd_arab, aze_latn, ind_latn, tam_taml	spa_latn, bel_cyrl, por_latn, bul_cyrl, ell_grek, ces_latn, mkd_cyrl, ukr_cyrl, ita_latn, cat_latn
cuk_latn	San Blas Kuna	bible0, bible	38060	10631	1360768	not_enough	tur_latn, aze_latn, spa_latn, hun_latn, por_latn, fra_latn, fin_latn, lit_latn, cat_latn, ces_latn	zho_hans, tha_thai, vie_latn, ind_latn, npi_deva, kor_hang, rus_cyrl, jpn_jpan, ben_beng, ukr_cyrl
gub_latn	Guajajára	bible	30134	10542	1349376	not_enough	spa_latn, cat_latn, lit_latn, hun_latn, ita_latn, tur_latn, ces_latn, por_latn, hye_armn, eng_latn	zho_hans, npi_deva, kor_hang, tha_thai, jpn_jpan, ben_beng, vie_latn, tam_taml, rus_cyrl, ind_latn
bew_latn	Betawi	nusa	18603	10476	1340928	not_enough	ind_latn, vie_latn, tha_thai, eng_latn, sqi_latn, heb_hebr, ita_latn, fra_latn, zho_hans, ron_latn	kaz_cyrl, npi_deva, tam_taml, jpn_jpan, tur_latn, ces_latn, aze_latn, hye_armn, kor_hang, ben_beng
mps_latn	Dadibi	bible	30480	10271	1314688	not_enough	kor_hang, jpn_jpan, ind_latn, hin_deva, tam_taml, ben_beng, kaz_cyrl, urd_arab, tha_thai, kat_geor	bul_cyrl, bel_cyrl, mkd_cyrl, ell_grek, por_latn, ukr_cyrl, spa_latn, cat_latn, slk_latn, pol_latn
kal_latn	Kalaallisut	wortschatz, wiki, tatoeba	59601	10266	1314048	not_enough	fin_latn, tur_latn, aze_latn, lit_latn, est_latn, ces_latn, nob_latn, hun_latn, dan_latn, hye_armn	vie_latn, tha_thai, ind_latn, zho_hans, npi_deva, jpn_jpan, kor_hang, arb_arab, rus_cyrl, ben_beng
rue_cyrl	Rusyn	wortschatz, wiki, tatoeba	37766	9962	1275136	not_enough	ukr_cyrl, bel_cyrl, mkd_cyrl, srp_cyrl, rus_cyrl, bul_cyrl, pol_latn, slk_latn, slv_latn, sqi_latn	jpn_jpan, kor_hang, tam_taml, tha_thai, vie_latn, zho_hans, ind_latn, ben_beng, npi_deva, kaz_cyrl
tbz_latn	Ditammari	bible	30500	9735	1246080	not_enough	por_latn, cat_latn, ita_latn, eng_latn, spa_latn, fra_latn, slv_latn, srp_cyrl, heb_hebr, ron_latn	jpn_jpan, tam_taml, kor_hang, npi_deva, ben_beng, kaz_cyrl, tur_latn, aze_latn, pes_arab, zho_hans
grc_grek	Ancient Greek (to 1453)	bible1, bible6, bible7, bible0, bible, bible3, bible4, bible5, bible2, tatoeba	48361	9721	1244288	not_enough	ell_grek, bel_cyrl, ukr_cyrl, mkd_cyrl, srp_cyrl, pol_latn, slv_latn, ron_latn, slk_latn, sqi_latn	jpn_jpan, ind_latn, tha_thai, vie_latn, tam_taml, kor_hang, kaz_cyrl, ben_beng, zho_hans, tur_latn
hui_latn	Huli	bible	33679	9374	1199872	not_enough	aze_latn, tam_taml, ind_latn, tur_latn, ben_beng, jpn_jpan, kaz_cyrl, hin_deva, kor_hang, pes_arab	ukr_cyrl, bul_cyrl, bel_cyrl, mkd_cyrl, ell_grek, eng_latn, por_latn, swe_latn, pol_latn, dan_latn
san_latn	Sanskrit	bible, bible0, bible1, bible2, bible4, bible3	43972	9110	1166080	not_enough	npi_deva, hin_deva, urd_arab, ben_beng, tam_taml, aze_latn, kaz_cyrl, slv_latn, slk_latn, pes_arab	tha_thai, vie_latn, jpn_jpan, ind_latn, eng_latn, heb_hebr, cat_latn, swe_latn, zho_hans, ukr_cyrl
kbq_latn	Kamano	bible	31143	9108	1165824	not_enough	tam_taml, jpn_jpan, ben_beng, kor_hang, kaz_cyrl, hin_deva, aze_latn, tur_latn, urd_arab, npi_deva	bul_cyrl, ukr_cyrl, bel_cyrl, mkd_cyrl, eng_latn, por_latn, ell_grek, swe_latn, pol_latn, cat_latn
iqw_latn	Ikwo	bible	30810	9010	1153280	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, heb_hebr, slv_latn, ron_latn, srp_cyrl, sqi_latn	jpn_jpan, kor_hang, zho_hans, tam_taml, kaz_cyrl, ben_beng, npi_deva, tur_latn, hin_deva, aze_latn
hwc_latn	Hawai'i Creole English	bible	30836	8850	1132800	not_enough	eng_latn, swe_latn, nob_latn, ind_latn, nld_latn, zho_hans, por_latn, fin_latn, ita_latn, vie_latn	tam_taml, tur_latn, aze_latn, kaz_cyrl, npi_deva, arb_arab, pes_arab, heb_hebr, ben_beng, hye_armn
yap_latn	Yapese	bible	30195	8842	1131776	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, ita_latn, zho_hans, ron_latn, cat_latn, rus_cyrl, spa_latn	tam_taml, kaz_cyrl, npi_deva, tur_latn, jpn_jpan, ces_latn, ben_beng, srp_cyrl, bel_cyrl, ukr_cyrl
izz_latn	Izii	bible	30233	8803	1126784	not_enough	spa_latn, cat_latn, por_latn, ita_latn, fra_latn, ron_latn, slv_latn, heb_hebr, srp_cyrl, sqi_latn	jpn_jpan, kor_hang, tam_taml, zho_hans, kaz_cyrl, ben_beng, npi_deva, tur_latn, aze_latn, hin_deva
dyi_latn	Djimini Senoufo	bible	30200	8747	1119616	not_enough	por_latn, cat_latn, ita_latn, slv_latn, sqi_latn, ron_latn, eng_latn, urd_arab, fra_latn, spa_latn	jpn_jpan, tam_taml, kor_hang, zho_hans, npi_deva, lav_latn, vie_latn, rus_cyrl, ces_latn, kaz_cyrl
cmn_hant	Mandarin Chinese	bible, bible0	60605	8741	1118848	not_enough	zho_hans, jpn_jpan, kor_hang, rus_cyrl, ben_beng, hin_deva, urd_arab, vie_latn, ukr_cyrl, ind_latn	pes_arab, arb_arab, ces_latn, spa_latn, fra_latn, tur_latn, cat_latn, heb_hebr, lav_latn, ita_latn
gun_latn	Mbyá Guaraní	bible	30566	8702	1113856	not_enough	spa_latn, por_latn, hun_latn, cat_latn, fin_latn, tur_latn, eng_latn, lit_latn, ita_latn, fra_latn	kor_hang, zho_hans, jpn_jpan, npi_deva, tha_thai, ben_beng, rus_cyrl, tam_taml, bel_cyrl, vie_latn
mni_beng	Manipuri	nllb, flores200_dev, flores200_devtest	60206	8613	1102464	not_enough	ben_beng, jpn_jpan, kor_hang, tam_taml, kaz_cyrl, aze_latn, tur_latn, zho_hans, hin_deva, tha_thai	spa_latn, slv_latn, bel_cyrl, srp_cyrl, por_latn, cat_latn, fra_latn, slk_latn, bul_cyrl, pol_latn
ifb_latn	Batad Ifugao	bible	30858	8556	1095168	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, ita_latn, pol_latn, hin_deva, fin_latn, cat_latn, rus_cyrl	jpn_jpan, tam_taml, kaz_cyrl, npi_deva, kor_hang, tur_latn, dan_latn, kat_geor, ces_latn, deu_latn
beo_latn	Beami	bible	29299	8331	1066368	not_enough	tam_taml, ben_beng, jpn_jpan, ind_latn, aze_latn, hin_deva, kor_hang, tur_latn, kaz_cyrl, urd_arab	ukr_cyrl, bel_cyrl, ell_grek, bul_cyrl, swe_latn, pol_latn, mkd_cyrl, dan_latn, eng_latn, sqi_latn
pdc_latn	Pennsylvania German	bible, wiki, tatoeba	38489	8331	1066368	not_enough	eng_latn, deu_latn, nld_latn, nob_latn, swe_latn, dan_latn, fra_latn, cat_latn, por_latn, spa_latn	tam_taml, npi_deva, jpn_jpan, tha_thai, kaz_cyrl, ben_beng, zho_hans, kor_hang, vie_latn, urd_arab
ady_cyrl	Adyghe	webcorpora, wiki, tatoeba	50430	8146	1042688	not_enough	kaz_cyrl, aze_latn, tur_latn, hye_armn, srp_cyrl, rus_cyrl, kat_geor, mkd_cyrl, bel_cyrl, ukr_cyrl	tha_thai, vie_latn, ind_latn, zho_hans, jpn_jpan, kor_hang, eng_latn, swe_latn, nld_latn, cat_latn
bru_latn	Eastern Bru	bible	30004	8142	1042176	not_enough	vie_latn, ind_latn, tha_thai, zho_hans, rus_cyrl, eng_latn, ron_latn, heb_hebr, sqi_latn, ita_latn	kaz_cyrl, tam_taml, tur_latn, jpn_jpan, npi_deva, ces_latn, lav_latn, lit_latn, hye_armn, aze_latn
roa_tara	Romance	wiki	32638	8015	1025920	not_enough	ita_latn, eng_latn, cat_latn, spa_latn, por_latn, fra_latn, ind_latn, ron_latn, nld_latn, dan_latn	npi_deva, zho_hans, bel_cyrl, jpn_jpan, rus_cyrl, kaz_cyrl, srp_cyrl, ukr_cyrl, heb_hebr, tam_taml
hre_latn	Hre	bible	31092	8005	1024640	not_enough	vie_latn, ind_latn, tha_thai, zho_hans, rus_cyrl, heb_hebr, eng_latn, ron_latn, swe_latn, sqi_latn	kaz_cyrl, tam_taml, tur_latn, npi_deva, ces_latn, jpn_jpan, lav_latn, lit_latn, aze_latn, hye_armn
kas_arab	Kashmiri	nllb, flores200_dev, flores200_devtest, wiki	47416	7989	1022592	not_enough	urd_arab, pes_arab, lav_latn, aze_latn, lit_latn, tur_latn, ces_latn, hin_deva, ukr_cyrl, tam_taml	tha_thai, vie_latn, ind_latn, jpn_jpan, cat_latn, zho_hans, spa_latn, kor_hang, ita_latn, por_latn
hmo_latn	Hiri Motu	bible, wiki	30317	7941	1016448	not_enough	ind_latn, vie_latn, tha_thai, hin_deva, ben_beng, aze_latn, kat_geor, hye_armn, hun_latn, urd_arab	ukr_cyrl, bel_cyrl, bul_cyrl, swe_latn, ces_latn, pol_latn, dan_latn, mkd_cyrl, eng_latn, cat_latn
kpg_latn	Kapingamarangi	bible	30016	7937	1015936	not_enough	vie_latn, ind_latn, tha_thai, eng_latn, ita_latn, cat_latn, zho_hans, ron_latn, nob_latn, swe_latn	tam_taml, kaz_cyrl, tur_latn, npi_deva, aze_latn, ces_latn, urd_arab, lit_latn, jpn_jpan, srp_cyrl
gri_latn	Ghari	bible	29554	7920	1013760	not_enough	ind_latn, vie_latn, tha_thai, ita_latn, zho_hans, eng_latn, cat_latn, ron_latn, nob_latn, por_latn	kaz_cyrl, tam_taml, npi_deva, tur_latn, ces_latn, ben_beng, bel_cyrl, aze_latn, urd_arab, jpn_jpan
msy_latn	Aruamu	bible, bible0	29225	7874	1007872	not_enough	ind_latn, aze_latn, ben_beng, hin_deva, tam_taml, jpn_jpan, kor_hang, tur_latn, kaz_cyrl, pes_arab	eng_latn, swe_latn, bul_cyrl, ukr_cyrl, cat_latn, por_latn, bel_cyrl, ita_latn, spa_latn, dan_latn
lcp_thai	Western Lawa	bible	27715	7824	1001472	not_enough	tha_thai, vie_latn, ind_latn, zho_hans, rus_cyrl, heb_hebr, sqi_latn, ron_latn, arb_arab, ukr_cyrl	tur_latn, tam_taml, kaz_cyrl, ces_latn, lav_latn, jpn_jpan, lit_latn, aze_latn, npi_deva, ben_beng
suz_deva	Sunwar	bible	27951	7767	994176	not_enough	npi_deva, hin_deva, tam_taml, ben_beng, kaz_cyrl, aze_latn, jpn_jpan, kor_hang, tur_latn, urd_arab	fra_latn, tha_thai, vie_latn, spa_latn, por_latn, ind_latn, cat_latn, ita_latn, eng_latn, swe_latn
ify_latn	Keley-I Kallahan	bible	29360	7745	991360	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, fin_latn, hun_latn, ita_latn, rus_cyrl, pol_latn, est_latn	tam_taml, jpn_jpan, kaz_cyrl, npi_deva, kor_hang, lav_latn, ces_latn, kat_geor, tur_latn, ukr_cyrl
ifa_latn	Amganad Ifugao	bible	30148	7743	991104	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, fin_latn, hun_latn, ita_latn, rus_cyrl, pol_latn, est_latn	tam_taml, jpn_jpan, kaz_cyrl, npi_deva, kor_hang, lav_latn, ces_latn, kat_geor, tur_latn, dan_latn
ksd_latn	Kuanua	bible	30500	7733	989824	not_enough	ind_latn, vie_latn, tha_thai, ita_latn, cat_latn, fra_latn, zho_hans, eng_latn, por_latn, rus_cyrl	kaz_cyrl, tam_taml, tur_latn, npi_deva, ces_latn, jpn_jpan, aze_latn, hye_armn, ben_beng, kor_hang
rug_latn	Roviana	bible	29834	7656	979968	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, ita_latn, cat_latn, eng_latn, ron_latn, spa_latn, swe_latn	kaz_cyrl, tam_taml, tur_latn, npi_deva, ces_latn, ben_beng, aze_latn, jpn_jpan, bel_cyrl, srp_cyrl
rop_latn	Kriol	bible	28935	7554	966912	not_enough	ind_latn, vie_latn, tha_thai, hye_armn, hin_deva, ben_beng, kat_geor, hun_latn, heb_hebr, fin_latn	bel_cyrl, ukr_cyrl, tam_taml, ces_latn, tur_latn, npi_deva, lit_latn, pol_latn, lav_latn, bul_cyrl
awa_deva	Awadhi	nllb, flores200_devtest, flores200_dev	58175	7549	966272	not_enough	npi_deva, hin_deva, urd_arab, ben_beng, tam_taml, kaz_cyrl, kat_geor, aze_latn, kor_hang, rus_cyrl	tha_thai, vie_latn, ind_latn, lav_latn, eng_latn, cat_latn, nld_latn, jpn_jpan, fra_latn, dan_latn
agu_latn	Aguacateco	bible	20033	7546	965888	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, ell_grek, eng_latn, ron_latn, pol_latn, sqi_latn	tam_taml, jpn_jpan, kor_hang, npi_deva, ben_beng, kaz_cyrl, zho_hans, urd_arab, hin_deva, aze_latn
bba_latn	Baatonum	bible	30308	7490	958720	not_enough	por_latn, ita_latn, cat_latn, eng_latn, fra_latn, slv_latn, spa_latn, srp_cyrl, ron_latn, est_latn	jpn_jpan, kor_hang, tam_taml, npi_deva, ben_beng, kaz_cyrl, pes_arab, tur_latn, aze_latn, zho_hans
mzn_arab	Mazanderani	wortschatz, wiki, oscar	36970	7472	956416	not_enough	pes_arab, urd_arab, aze_latn, tur_latn, arb_arab, ces_latn, hye_armn, kat_geor, lit_latn, hin_deva	vie_latn, tha_thai, ind_latn, zho_hans, jpn_jpan, kor_hang, eng_latn, fin_latn, fra_latn, heb_hebr
tdx_latn	Tandroy-Mahafaly Malagasy	bible	30922	7438	952064	not_enough	ind_latn, vie_latn, tha_thai, heb_hebr, arb_arab, ita_latn, cat_latn, sqi_latn, hun_latn, eng_latn	jpn_jpan, kor_hang, npi_deva, kaz_cyrl, tam_taml, zho_hans, ben_beng, ces_latn, urd_arab, tur_latn
quc_latn	K'iche'	bible1, bible, bible0, tatoeba	23755	7429	950912	not_enough	por_latn, spa_latn, cat_latn, fra_latn, ita_latn, eng_latn, ell_grek, nld_latn, nob_latn, sqi_latn	tam_taml, jpn_jpan, kor_hang, npi_deva, ben_beng, kaz_cyrl, zho_hans, urd_arab, hin_deva, aze_latn
urd_latn	Urdu	bible	29430	7390	945920	not_enough	urd_arab, hin_deva, ben_beng, npi_deva, kat_geor, aze_latn, tam_taml, est_latn, kaz_cyrl, pes_arab	tha_thai, vie_latn, jpn_jpan, ind_latn, zho_hans, deu_latn, dan_latn, eng_latn, ces_latn, kor_hang
tcz_latn	Thado Chin	bible	31235	7271	930688	not_enough	ben_beng, kor_hang, hin_deva, vie_latn, jpn_jpan, urd_arab, tha_thai, tam_taml, aze_latn, zho_hans	spa_latn, bel_cyrl, bul_cyrl, ces_latn, por_latn, ell_grek, mkd_cyrl, ukr_cyrl, ita_latn, cat_latn
cek_latn	Eastern Khumi Chin	bible	30971	7242	926976	not_enough	ben_beng, aze_latn, ind_latn, tur_latn, tha_thai, kor_hang, hin_deva, vie_latn, kat_geor, npi_deva	bul_cyrl, bel_cyrl, mkd_cyrl, lav_latn, ukr_cyrl, ell_grek, ces_latn, spa_latn, srp_cyrl, por_latn
kpv_cyrl	Komi-Zyrian	webcorpora, tatoeba	45840	7170	917760	not_enough	rus_cyrl, mkd_cyrl, ukr_cyrl, fin_latn, bul_cyrl, srp_cyrl, bel_cyrl, est_latn, hun_latn, slk_latn	jpn_jpan, tha_thai, ind_latn, tam_taml, npi_deva, vie_latn, kor_hang, ben_beng, pes_arab, zho_hans
nch_latn	Central Huasteca Nahuatl	bible, tatoeba	30821	7160	916480	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, fin_latn, eng_latn, ell_grek, slk_latn, hun_latn	tam_taml, jpn_jpan, npi_deva, ben_beng, kor_hang, tha_thai, kaz_cyrl, zho_hans, urd_arab, vie_latn
nhw_latn	Western Huasteca Nahuatl	bible	30766	7134	913152	not_enough	spa_latn, por_latn, cat_latn, ita_latn, fra_latn, ell_grek, eng_latn, ron_latn, sqi_latn, fin_latn	tam_taml, jpn_jpan, ben_beng, kor_hang, npi_deva, kaz_cyrl, zho_hans, hin_deva, urd_arab, tha_thai
nhe_latn	Eastern Huasteca Nahuatl	bible0, bible	30723	7049	902272	not_enough	spa_latn, por_latn, fra_latn, cat_latn, fin_latn, ita_latn, nob_latn, eng_latn, sqi_latn, ron_latn	tam_taml, jpn_jpan, npi_deva, ben_beng, kor_hang, kaz_cyrl, tha_thai, zho_hans, urd_arab, vie_latn
ifk_latn	Tuwali Ifugao	bible	29372	7043	901504	not_enough	ind_latn, vie_latn, tha_thai, arb_arab, ita_latn, fin_latn, pol_latn, rus_cyrl, hun_latn, cat_latn	tam_taml, jpn_jpan, kaz_cyrl, npi_deva, kor_hang, ces_latn, tur_latn, dan_latn, lav_latn, ben_beng
pcd_latn	Picard	wiki, tatoeba	40284	6994	895232	not_enough	cat_latn, por_latn, ita_latn, spa_latn, fra_latn, ron_latn, eng_latn, swe_latn, nob_latn, nld_latn	jpn_jpan, tam_taml, kor_hang, npi_deva, kaz_cyrl, ben_beng, zho_hans, tha_thai, vie_latn, ind_latn
flr_latn	Fuliiru	bible	30145	6975	892800	not_enough	heb_hebr, arb_arab, pes_arab, spa_latn, ita_latn, por_latn, fra_latn, sqi_latn, lit_latn, cat_latn	kor_hang, jpn_jpan, zho_hans, npi_deva, tam_taml, ben_beng, kaz_cyrl, bel_cyrl, ukr_cyrl, rus_cyrl
